basin,year,storm_name,peak_wind,duration_h,integrated_intensity,ace,ri_events,is_cat4plus,max_24h_delta,decade,n_timesteps
EP,2008,NORBERT,59.15,204,7346.1,48604.34125000001,5,True,20.6,2000,35
EP,2008,ODILE,25.725,120,2337.8999999999996,6762.34375,0,False,10.3,2000,21
EP,2009,BLANCA,23.15,144,2252.4750000000004,3413.1675,0,False,7.724999999999998,2000,25
EP,2009,CARLOS,46.3,156,4537.200000000001,23606.727499999997,6,False,18.0,2000,27
EP,2009,DOLORES,25.725,144,2160.2250000000004,2692.359375,0,False,10.3,2000,25
EP,2009,ENRIQUE,28.299999999999997,114,2237.6249999999995,6550.4212499999985,0,False,12.874999999999996,2000,20
EP,2009,FELICIA,64.3,192,7276.275,53558.912500000006,7,True,25.724999999999994,2000,33
EP,2009,GUILLERMO,56.6,270,7091.025000000001,34639.5175,4,True,20.6,2000,46
EP,2009,HILDA,28.299999999999997,246,4281.6,9210.270625000001,0,False,7.725000000000001,2000,42
EP,2009,IGNACIO,23.15,96,1712.9249999999997,4174.273749999999,0,False,7.724999999999998,2000,17
EP,2009,JIMENA,69.45,204,7623.525,61062.7275,7,True,30.875000000000007,2000,35
EP,2009,KEVIN,23.15,228,3140.100000000001,2566.50625,0,False,10.3,2000,39
EP,2009,LANA,28.299999999999997,90,1898.1750000000002,6424.568124999999,0,False,10.3,2000,16
EP,2009,LINDA,36.0,216,4251.900000000001,14033.573750000001,0,False,10.3,2000,37
EP,2009,MAKA,18.0,108,1404.2999999999997,648.0,0,False,7.699999999999999,2000,19
EP,2009,MARTY,20.575,174,2553.600000000001,3412.6531250000003,0,False,7.725000000000001,2000,30
EP,2009,NEKI,56.6,198,5918.625,33706.786875000005,6,True,23.15,2000,34
EP,2009,NORA,25.725,180,2684.7000000000007,3440.204375,0,False,10.3,2000,31
EP,2009,PATRICIA,25.725,90,1666.725,4677.686250000001,0,False,10.3,2000,16
